hdr1,phi_id
RegionsGreater Syria and the EastMesopotamia,306535
RegionsGreater Syria and the EastMesopotamia,306536
RegionsGreater Syria and the EastMesopotamia,306537
RegionsGreater Syria and the EastMesopotamia,306538
RegionsGreater Syria and the EastMesopotamia,306539
RegionsGreater Syria and the EastMesopotamia,306540
RegionsGreater Syria and the EastMesopotamia,306541
RegionsGreater Syria and the EastMesopotamia,306542
RegionsGreater Syria and the EastMesopotamia,306543
RegionsGreater Syria and the EastMesopotamia,306544
RegionsGreater Syria and the EastMesopotamia,306545
RegionsGreater Syria and the EastMesopotamia,306546
RegionsGreater Syria and the EastMesopotamia,306547
RegionsGreater Syria and the EastMesopotamia,306548
RegionsGreater Syria and the EastMesopotamia,306549
RegionsGreater Syria and the EastMesopotamia,306550
RegionsGreater Syria and the EastMesopotamia,306551
RegionsGreater Syria and the EastMesopotamia,306552
RegionsGreater Syria and the EastMesopotamia,306553
RegionsGreater Syria and the EastMesopotamia,306554
RegionsGreater Syria and the EastMesopotamia,306555
RegionsGreater Syria and the EastMesopotamia,306556
RegionsGreater Syria and the EastMesopotamia,306557
RegionsGreater Syria and the EastMesopotamia,306558
RegionsGreater Syria and the EastMesopotamia,306559
RegionsGreater Syria and the EastMesopotamia,306560
RegionsGreater Syria and the EastMesopotamia,306561
RegionsGreater Syria and the EastMesopotamia,306562
RegionsGreater Syria and the EastMesopotamia,306563
RegionsGreater Syria and the EastMesopotamia,306564
RegionsGreater Syria and the EastMesopotamia,306565
RegionsGreater Syria and the EastMesopotamia,306566
RegionsGreater Syria and the EastMesopotamia,306567
RegionsGreater Syria and the EastMesopotamia,306568
RegionsGreater Syria and the EastMesopotamia,306569
RegionsGreater Syria and the EastMesopotamia,306570
RegionsGreater Syria and the EastMesopotamia,306571
RegionsGreater Syria and the EastMesopotamia,306572
RegionsGreater Syria and the EastMesopotamia,306573
RegionsGreater Syria and the EastMesopotamia,306574
RegionsGreater Syria and the EastMesopotamia,306575
RegionsGreater Syria and the EastMesopotamia,306576
RegionsGreater Syria and the EastMesopotamia,306577
RegionsGreater Syria and the EastMesopotamia,306578
RegionsGreater Syria and the EastMesopotamia,306579
RegionsGreater Syria and the EastMesopotamia,306580
RegionsGreater Syria and the EastMesopotamia,306581
RegionsGreater Syria and the EastMesopotamia,306582
RegionsGreater Syria and the EastMesopotamia,306583
RegionsGreater Syria and the EastMesopotamia,306584
RegionsGreater Syria and the EastMesopotamia,306585
RegionsGreater Syria and the EastMesopotamia,306586
RegionsGreater Syria and the EastMesopotamia,306587
RegionsGreater Syria and the EastMesopotamia,306588
RegionsGreater Syria and the EastMesopotamia,306589
RegionsGreater Syria and the EastMesopotamia,306590
RegionsGreater Syria and the EastMesopotamia,306591
RegionsGreater Syria and the EastMesopotamia,306592
RegionsGreater Syria and the EastMesopotamia,306593
RegionsGreater Syria and the EastMesopotamia,306594
RegionsGreater Syria and the EastMesopotamia,306595
RegionsGreater Syria and the EastMesopotamia,306596
RegionsGreater Syria and the EastMesopotamia,306597
RegionsGreater Syria and the EastMesopotamia,306598
RegionsGreater Syria and the EastMesopotamia,306599
RegionsGreater Syria and the EastMesopotamia,306600
RegionsGreater Syria and the EastMesopotamia,306601
RegionsGreater Syria and the EastMesopotamia,306602
RegionsGreater Syria and the EastMesopotamia,306603
RegionsGreater Syria and the EastMesopotamia,306604
RegionsGreater Syria and the EastMesopotamia,306605
RegionsGreater Syria and the EastMesopotamia,306606
RegionsGreater Syria and the EastMesopotamia,306607
RegionsGreater Syria and the EastMesopotamia,306608
RegionsGreater Syria and the EastMesopotamia,306609
RegionsGreater Syria and the EastMesopotamia,306610
RegionsGreater Syria and the EastMesopotamia,306611
RegionsGreater Syria and the EastMesopotamia,306612
RegionsGreater Syria and the EastMesopotamia,306613
RegionsGreater Syria and the EastMesopotamia,306614
RegionsGreater Syria and the EastMesopotamia,306615
RegionsGreater Syria and the EastMesopotamia,306616
RegionsGreater Syria and the EastMesopotamia,306617
RegionsGreater Syria and the EastMesopotamia,306618
RegionsGreater Syria and the EastMesopotamia,306619
RegionsGreater Syria and the EastMesopotamia,306620
RegionsGreater Syria and the EastMesopotamia,306621
RegionsGreater Syria and the EastMesopotamia,306622
RegionsGreater Syria and the EastMesopotamia,306623
RegionsGreater Syria and the EastMesopotamia,306624
RegionsGreater Syria and the EastMesopotamia,306625
RegionsGreater Syria and the EastMesopotamia,306626
RegionsGreater Syria and the EastMesopotamia,306627
RegionsGreater Syria and the EastMesopotamia,306628
RegionsGreater Syria and the EastMesopotamia,306629
RegionsGreater Syria and the EastMesopotamia,306630
RegionsGreater Syria and the EastMesopotamia,306631
RegionsGreater Syria and the EastMesopotamia,306632
RegionsGreater Syria and the EastMesopotamia,306633
RegionsGreater Syria and the EastMesopotamia,306634
RegionsGreater Syria and the EastMesopotamia,306635
RegionsGreater Syria and the EastMesopotamia,306636
RegionsGreater Syria and the EastMesopotamia,306637
RegionsGreater Syria and the EastMesopotamia,306638
RegionsGreater Syria and the EastMesopotamia,306639
RegionsGreater Syria and the EastMesopotamia,306640
RegionsGreater Syria and the EastMesopotamia,306641
RegionsGreater Syria and the EastMesopotamia,306642
RegionsGreater Syria and the EastMesopotamia,306643
RegionsGreater Syria and the EastMesopotamia,306644
RegionsGreater Syria and the EastMesopotamia,306645
RegionsGreater Syria and the EastMesopotamia,306646
RegionsGreater Syria and the EastMesopotamia,306647
RegionsGreater Syria and the EastMesopotamia,306648
RegionsGreater Syria and the EastMesopotamia,306649
RegionsGreater Syria and the EastMesopotamia,306650
RegionsGreater Syria and the EastMesopotamia,306651
RegionsGreater Syria and the EastMesopotamia,306652
RegionsGreater Syria and the EastMesopotamia,306653
RegionsGreater Syria and the EastMesopotamia,306654
RegionsGreater Syria and the EastSyria and Phoenicia,306655
RegionsGreater Syria and the EastSyria and Phoenicia,306656
RegionsGreater Syria and the EastSyria and Phoenicia,306657
RegionsGreater Syria and the EastSyria and Phoenicia,306658
RegionsGreater Syria and the EastSyria and Phoenicia,306659
RegionsGreater Syria and the EastSyria and Phoenicia,306660
RegionsGreater Syria and the EastSyria and Phoenicia,306661
RegionsGreater Syria and the EastSyria and Phoenicia,306662
RegionsGreater Syria and the EastSyria and Phoenicia,306663
RegionsGreater Syria and the EastSyria and Phoenicia,306664
RegionsGreater Syria and the EastSyria and Phoenicia,306665
RegionsGreater Syria and the EastSyria and Phoenicia,306666
RegionsGreater Syria and the EastSyria and Phoenicia,306680
RegionsGreater Syria and the EastSyria and Phoenicia,306681
RegionsGreater Syria and the EastSyria and Phoenicia,306682
RegionsGreater Syria and the EastSyria and Phoenicia,306683
RegionsGreater Syria and the EastSyria and Phoenicia,306232
RegionsGreater Syria and the EastSyria and Phoenicia,306233
RegionsAsia MinorPhrygia,268933
RegionsGreater Syria and the EastCommagene,306498
RegionsGreater Syria and the EastCommagene,306499
RegionsGreater Syria and the EastCommagene,306500
RegionsNorthern Greece (IG X)Macedonia,151179
RegionsNorthern Greece (IG X)Macedonia,151180
RegionsNorthern Greece (IG X)Macedonia,151181
RegionsNorthern Greece (IG X)Macedonia,151182
RegionsNorthern Greece (IG X)Macedonia,151183
RegionsNorthern Greece (IG X)Macedonia,151184
RegionsNorthern Greece (IG X)Macedonia,151185
RegionsNorthern Greece (IG X)Macedonia,151186
RegionsNorthern Greece (IG X)Macedonia,151187
RegionsNorthern Greece (IG X)Macedonia,151188
RegionsNorthern Greece (IG X)Macedonia,151189
RegionsNorthern Greece (IG X)Macedonia,151190
RegionsNorthern Greece (IG X)Macedonia,151191
RegionsNorthern Greece (IG X)Macedonia,151192
RegionsNorthern Greece (IG X)Macedonia,151193
RegionsNorthern Greece (IG X)Macedonia,151194
RegionsNorthern Greece (IG X)Macedonia,151195
RegionsNorthern Greece (IG X)Macedonia,151196
RegionsNorthern Greece (IG X)Macedonia,151197
RegionsNorthern Greece (IG X)Macedonia,151198
RegionsNorth Shore of the Black Seaunspecified subregion,185149
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192279
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192281
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192282
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192283
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192284
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192285
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192286
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192287
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192288
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192289
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192290
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192291
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192292
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192293
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192294
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192295
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192296
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192297
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192298
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192299
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192300
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192301
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192302
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192303
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192304
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192305
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192306
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192307
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192308
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192309
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192310
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192311
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192312
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192313
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192314
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192315
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192316
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192317
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192318
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192319
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192320
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192321
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192322
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192323
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192324
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192325
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192326
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192327
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192328
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192329
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192330
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192331
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192332
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192333
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192334
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192335
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192336
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192337
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192338
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192339
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192340
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192341
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192342
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192343
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192344
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192345
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192346
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192347
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192348
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192349
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192350
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192351
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192352
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192353
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192354
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192355
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192356
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192357
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192358
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192359
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192360
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192361
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192362
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192363
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192364
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192365
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192366
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192367
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192368
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192369
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192370
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192371
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192372
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192373
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192374
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192375
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192376
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192377
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192378
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192379
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192380
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192381
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192382
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192383
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192384
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192385
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192386
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192387
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192388
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192389
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192390
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192391
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192392
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192393
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192394
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192395
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192396
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192397
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192398
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192399
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192400
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192401
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192402
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192403
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192404
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192405
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192406
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192407
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192408
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192409
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192410
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192411
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192412
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192413
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192414
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192415
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192416
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192417
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192418
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192419
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192420
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192421
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192422
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192423
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192424
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192425
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192426
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192427
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192428
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192429
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192430
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192431
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192432
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192433
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192434
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192435
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192436
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192437
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192438
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192439
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192440
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192441
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192442
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192443
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192444
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192445
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192446
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192447
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192448
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192449
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192450
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192451
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192452
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192453
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192454
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192455
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192456
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192457
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192458
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Rhodes and S. Dodecanese (IG XII,1)",192459
"RegionsCentral Greece (IG VII-IX)Thessaly (IG IX,2)",207530
"RegionsCentral Greece (IG VII-IX)Thessaly (IG IX,2)",207531
