"Id","Date","After","Before","Ancient","Modern","Material","Object Type","Inscription Type","Execution Type","Language","Museum","Status","Trismegistos","EDR","PHI","EDCS"
"ISic000001","between later 1st and 3rd century CE","0050","0300","","Caltanissetta","marble","plaque","funerary","chiselled","Latin","Museo Archeologico Regionale Antonino Salinas","draft","491696","","","21900531"
"ISic000002","3rd century CE","0201","0300","Catina","Catania","marble","plaque","funerary","chiselled","Latin","Museo Archeologico Regionale Antonino Salinas","draft","491568","141180","","21900397"
"ISic000003","Bivona 2nd — 3rd century CE Manganaro on the basis of the Dis Man formula and the name, 1st century CE Ferrua 2nd century CE","0101 0001 0101","0300 0100 0200","Catina","Catania","marble","plaque ","funerary","chiselled","Latin","Museo Archeologico Regionale Antonino Salinas","draft","491590","141191","","21900419"
"ISic000004","100—150 CE","0100","0150","Centuripae","Centuripe","marble","plaque","building","chiselled","Latin","Museo Archeologico Regionale Antonino Salinas","draft","491500","","","21900323"
"ISic000005","Imperial","0001","0300","Centuripae","Centuripe","marble","","funerary","chiselled","Latin","Museo Archeologico Regionale Antonino Salinas","draft","491502","","","21900325"
"ISic000006","1st — 2nd century CE","0001","0200","Cossura","Pantelleria","marble","plaque","funerary","chiselled","Latin","Museo Archeologico Regionale Antonino Salinas","draft","491874","","","22100631"
"ISic000007","39—36 BCE","-0039","-0036","Lilybaeum","Marsala","limestone","plaque","building","chiselled","Latin","Museo archeologico regionale Lilibeo Marsala - Baglio Anselmi","draft","175824","071633","","14700098"
"ISic000008","Imperial","0001","0300","Lipara","Lipari","volcanic (pietra lavica locale)","stele","funerary","chiselled","Latin","Museo Archeologico Regionale Antonino Salinas","draft","175715","076311","334888","9400437"
"ISic000009","Neronian","0050","0100","Panhormus","Palermo","limestone","","dedication","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491768","137592","","22000852"
"ISic000010","1st century CE","0001","0100","Panhormus","Palermo","limestone","","dedication","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491770","137593","","22000854"
"ISic000011","10th December 162—9th December 163 CE","0162-12-10","0163-12-09","Panhormus","Palermo","limestone","","honorific","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491772","137644","","22000856"
"ISic000012","195—211 CE (after
                                Raepsaet-Charlier)","0200","0250","Panhormus","Palermo","limestone
                                    ","base","honorific","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491773","137645","","22000857"
"ISic000013","Summer 195 CE","","","Panhormus","Palermo","limestone","base","honorific","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491774","137649","","22000858"
"ISic000014","195—211 CE
                                (Raepsaet-Charlier, Latomus 33 (1974), 125 rejects the narrow date of Bivona)","0200","0250","Panhormus","Palermo","limestone","","dedication","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","175727","074901","","9701489"
"ISic000015","196—197 CE (so R-C, contra
                                Biv, one yr earlier)","0150","0200","Panhormus","Palermo","limestone","base","honorific","chiselled","Latin","Museo Archeologico Regionale Antonino Salinas","draft","491775","138097","","22000859"
"ISic000016","1st July—9th December 198 CE","0198-07-01","0198-12-09","Panhormus","Palermo","limestone
                                    ","base","honorific","chiselled","Latin","Museo
                            Archeologico Regionale Antonino Salinas","draft","491776","137832","","22000860"
"ISic000017","10th December 198—30th June 199 CE","0198-12-10","0199-06-30","Panhormus","Palermo","limestone
                                    ","base","honorific","chiselled","Latin","Museo
                            Archeologico Regionale Antonino Salinas","draft","491777","137667","","22000861"
"ISic000018","198 CE","","","Panhormus","Palermo","limestone","base","honorific","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491778","137668","","22000862"
"ISic000019","218—222 CE; Torremuzza, by
                                letters","0218","0222","Panhormus","Palermo","limestone
                                    ","","honorific","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491779","137670","","22000863"
"ISic000020","Elagobalus or Severus
                                Alexander (218—235 CE)","0218","0235","Panhormus","Palermo","limestone","plaque","honorific","chiselled","Latin","Museo Archeologico Regionale Antonino Salinas","draft","491780","137672","","22000864"
"ISic000021","Severus Alexander, prob. 10th December 222—9th December 223 CE","0222-12-10","0223-12-09","Panhormus","Palermo","limestone
                                    ","","honorific","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491781","137778","","22000865"
"ISic000022","End 2nd or beginning 3rd century CE (Commodus or Macrinus)","0175","0225","Panhormus","Palermo","limestone
                                    ","","honorific","chiselled","Latin","Museo Archeologico Regionale Antonino Salinas","draft","491782","138099","","22000866"
"ISic000023","After 270 CE","0270","","Panhormus","Palermo","limestone","base","dedication","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491783","137669","","22000867"
"ISic000024","285 CE (slight quibble from R-C)","","","Panhormus","Palermo","limestone","","honorific","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491784","137833","","22000868"
"ISic000025","May 305—1st June 307 CE","0305-05","0307-06-01","Panhormus","Palermo","limestone","","honorific","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491785","137835","","22000869"
"ISic000026","c. 314 CE (governor 314)","","","Panhormus","Palermo","limestone
                                    ","base","honorific","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491786","138105","","22000870"
"ISic000027","3rd century CE, Severan, on base of
                                Sarcophagus and epig. characters (Tusa) Bivona prefers Antonine (later 2nd century) for the epig - contra, Raepsaet-Charlier, Latomus 33 (1974), 124, n.2","0201 0175","0300 0300","Panhormus","Palermo","marble
                                    ","sarcophagus","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491787","137871","","22000871"
"ISic000028","203 CE","","","Panhormus","Palermo","limestone
                                    ","","honorific","chiselled","Latin","Museo
                            Archeologico Regionale Antonino Salinas","draft","491788","137870","","22000872"
"ISic000029","End of 2nd century CE","0150","0200","Panhormus","Palermo","limestone","base","dedication","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491794","138106","","22000878"
"ISic000030","Imperial","0001","0300","Panhormus","Palermo","limestone","","votive","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491795","137836","","22000879"
"ISic000031","2nd century CE","0101","0200","Panhormus","Palermo","marble","plaque","honorific","chiselled","Latin","Museo Archeologico Regionale Antonino Salinas","draft","491797","138294","","22000881"
"ISic000032","Imperial","0001","0300","Panhormus","Palermo","limestone","base","unknown","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491805","137780","","22100008"
"ISic000033","'Probably first half of the 2nd century' (W)","0101","0150","Panhormus","Palermo","marble
                                    ","urn","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491809","137781","","22100012"
"ISic000034","Imperial","0001","0300","Panhormus","Palermo","marble","sarcophagus","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491811","137868","","22100014"
"ISic000035","Imperial","0001","0300","Panhormus","Palermo","limestone","","unknown","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491821","137866","","22100025"
"ISic000036","488 CE (by coss.)","","","Panhormus","Palermo","marble","","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491826","137864","","22100030"
"ISic000037","(?)","","","Panhormus","Palermo","marble","","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491829","137779","","22100033"
"ISic000038","Christian","0200","0600","Panhormus","Palermo","marble","","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491830","137597","","22100034"
"ISic000039","2nd — 3rd century CE","0101","0300","Panhormus","Palermo","marble","","unknown","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","644806","137596","","64800036"
"ISic000040","(?)","","","","Sant'Agata di Militello","limestone","","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491850","","","22100588"
"ISic000041","(?)","","","","Sant'Agata di Militello","marble","","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","175716","076312","","9400438"
"ISic000042","Early imperial, probably Tiberian","0001","0038","Segesta","Segesta","limestone","architrave","dedication","chiselled","Latin","Museo Archeologico Regionale Antonino Salinas","draft","491765","","","22000849"
"ISic000043","Most likely 5th century CE (so
                                Rossius, ap.Salinas, cited by first Mommsen, later Bivona)","0401","0500","Selinus","Selinunte","tuff","plaque","funerary","chiselled","Latin with Greek","Museo Archeologico
                            Regionale Antonino Salinas","draft","491707","","","22000787"
"ISic000044","later 2nd or earlier 3rd century CE","0150","0250","Syracusae","Siracusa","marble","","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491618","","","21900449"
"ISic000045","2nd century CE (?)","0101","0200","Syracusae","Siracusa","marble","","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491665","","","21900499"
"ISic000046","5th century CE(?)","0401","0500","Syracusae","Siracusa","marble","plaque","funerary","chiselled","Ancient Greek","Museo Archeologico
                            Regionale Antonino Salinas","draft","491682","","175713","21900516"
"ISic000047","202—205 CE","0200","0250","Soluntum","Solunto","marble","","honorific","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491833","","","22100037"
"ISic000048","1st — 2nd century CE","0001","0200","Tauromenium","Taormina","marble","base","dedication","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491487","","","21900308"
"ISic000049","1st century CE","0001","0100","Tauromenium","Taormina","marble
                                    ","plaque","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491493","","","21900316"
"ISic000050","1st — 2nd century CE","0001","0200","Tauromenium","Taormina","marble","","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491494","","","21900317"
"ISic000051","2nd — 3rd century CE","0101","0300","Tauromenium","Taormina","marble","","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","175717","076313","","9400439"
"ISic000052","Latter part of Domitian's
                                reign","0050","0100","Thermae Himeraeae","Termini Imerese","limestone","","honorific","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","285282","127503","","22100045"
"ISic000053","Imperial (?); villicus XX hered. is late 1st — 3rd century in its attestations)","0001","0300","Thermae Himeraeae","Termini Imerese","marble
                                    ","plaque","funerary","chiselled","Latin","Museo
                            Archeologico Regionale Antonino Salinas","draft","285285","127506","","22100048"
"ISic000054","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","marble","plaque","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","285242","111301","","22100094"
"ISic000055","4th or 5th century CE, on basis of
                                'querella'","0301","0500","Thermae Himeraeae","Termini Imerese","marble","","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","285030","110920","","22100068"
"ISic000056","1st century CE","0001","0100","Thermae Himeraeae","Termini Imerese","marble","plaque","funerary","chiselled","Latin","Museo Archeologico Regionale Antonino Salinas","draft","284852","111049","","22100092"
"ISic000057","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","limestone","","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","285311","127541","","22100105"
"ISic000058","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","marble","","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","285298","127523","","22100119"
"ISic000059","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","limestone","","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","285301","127527","","22100134"
"ISic000060","Caratteri
                                allungati e assai eleganti del II s.d.C.","0100","0200","Thermae Himeraeae","Termini Imerese","marble","","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","285304","127530","","22100138"
"ISic000061","3rd century CE","0201","0300","Thermae Himeraeae","Termini Imerese","marble","","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","285315","127526","","22100148"
"ISic000062","post-Marcus
                                Aurelius","0200","0400","Thermae Himeraeae","Termini Imerese","limestone","","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","285291","127514","","22100149"
"ISic000063","10th December 102—9th December 103 CE
                                (Biv.); R-C points out that cos.V means it can only be from 103","0102-12-10","0103-12-09","Tyndaris","Tindari","marble","","honorific; building","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","175834","094013","","22100591"
"ISic000064","post 5th December 139, pre-146 CE prob. 140 140—145 acc. to R-C.","0139-12-05 0140","0146 0145","Tyndaris","Tindari","marble","","honorific","chiselled","Latin","Museo Archeologico Regionale Antonino Salinas","draft","491853","142423","","22100592"
"ISic000065","probably 10th December 160—9th December 161 CE;
                                161 (Raepsaet-Charlier)","0160-12-10","0161-12-09","Tyndaris","Tindari","marble","plaque","honorific","chiselled","Latin","Museo Archeologico Regionale Antonino Salinas","draft","175742","142424","","22100593 6100250"
"ISic000066","161","0150","0200","Tyndaris","Tindari","marble","","honorific","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491855","142426","","22100594"
"ISic000067","Caracalla or better Severus
                                Alexander","0201","0250","Tyndaris","Tindari","marble","","honorific","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491856","142428","","22100595"
"ISic000068","Mother of Sev.Al.,
                                ie.222—235","0200","0250","Tyndaris","Tindari","marble","","honorific","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491858","142429","","22100597"
"ISic000069","To son of Gallienus,
                                emp.253—268","0250","0300","Tyndaris","Tindari","marble","","honorific","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491859","142431","","22100598"
"ISic000070","High empire
                                (?)","0100","0300","Tyndaris","Tindari","marble","","honorific","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491860","140095; 142435","","22100599"
"ISic000071","(?)","","","Tyndaris","Tindari","marble","","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491822","","","22100026"
"ISic000072","3rd — 2nd century BCE, 'da quanto
                                si può dedurre dalla copia' [orig. lost]","-0300","-0100","Eryx","Erice","marble","","dedication","chiselled","Punic","codex of transcription in Palermo bibl. comm.","unchecked","644807","","",""
"ISic000073","End 5th century BCE — 4th century BCE","-0400","-0350","Motya","Mozia","limestone","","funerary","chiselled","Punic","Villa Whitaker","unchecked","644808","","",""
"ISic000074","4th — 2nd century BCE","-0400","-0100","Lilybaeum","Marsala","limestone","","dedication","chiselled","Punic","Villa Whitaker","unchecked","644809","","",""
"ISic000075","3rd — 2nd century BCE","-0300","-0100","Lilybaeum","Marsala","limestone","aedicula","dedication","chiselled","Punic","Museo Archeologico
                            Regionale Antonino Salinas","unchecked","644810","","",""
"ISic000076","(?)","","","Panhormus","Palermo","stone","stele","dedication","chiselled","Punic","","unchecked","644811","","",""
"ISic000077","3rd — 2nd century BCE","-0300","-0100","Lilybaeum","Marsala","limestone","","dedication","chiselled","Punic","Villa Whitaker","unchecked","644812","","",""
"ISic000078","Garbini says 4th — 3rd century BCE;
                                A-G, who didn't see it, suggests 4th — 2nd century BCE","-0400","-0200","Selinus","Selinunte","sandstone","","dedication","chiselled","Punic","Museo Archeologico
                            Regionale Antonino Salinas","unchecked","644813","","",""
"ISic000079","2nd century CE","0101","0200","Lilybaeum","Marsala","stone
                                    ","plaque","funerary","chiselled","Latin","Museo archeologico
                            regionale Lilibeo Marsala - Baglio Anselmi","draft","491382","","","3000420"
"ISic000080","Christian","0300","0600","Ietas","Monte Iato","marble","plaque","funerary","chiselled","Latin","depot of the Zurich Ietas excavation","draft","492395","","","45600021"
"ISic000081","1st — 3rd century CE","0001","0300","Cephaloedium","Cefalù","marble","plaque","funerary","chiselled","Latin","","draft","644814","","",""
"ISic000082","5th — 6th century CE","0401","0600","","Castronuovo di Sicilia","stone
                                    ","","terminus","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491383","","","3000421"
"ISic000083","First quarter of the 4th century CE","0301","0329","Catina","Catania","marble","plaque","funerary","chiselled","Latin","Louvre","draft","175827","074188","","21900434"
"ISic000084","602 CE","","","Panhormus","Palermo","marble","plaque","funerary","chiselled","Latin","Museo Archeologico Regionale Antonino Salinas","draft","491827","137600","","22100031"
"ISic000085","Reign of Elagabalus, 218—222 CE","0200","0250","Thermae Himeraeae","Termini Imerese","limestone","","dedication","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285208","127000","","22100038"
"ISic000086","""L'aspetto delle letterre
                                suggerisce una datazione alla prima eta imperiale"" (ILLTI)","0001","0200","Thermae Himeraeae","Termini Imerese","marble","","dedication","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285019","109642","","22100039"
"ISic000087","1st century CE (?)","0001","0100","Thermae Himeraeae","Termini Imerese","stone","","dedication","chiselled","Latin","","draft","285020","109645","","22100040"
"ISic000088","Post-4 CE, date of Tiberius' adoption, and prior to his death?","0004","0038","Thermae Himeraeae","Termini Imerese","stone","altar","dedication","chiselled","Latin","","draft","285021","109649","","22100041"
"ISic000089","Post death of Antoninus
                                Pius","0150","0300","Thermae Himeraeae","Termini Imerese","stone","","dedication","chiselled","Latin","","draft","285022","109660","","22100042"
"ISic000090","Terminus post quem of 195 CE; prob. belongs to reign of Septimus Severus","","0195","Thermae Himeraeae","Termini Imerese","limestone","","dedication","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","284838","109665","","22100043"
"ISic000091","10th December 196—9th December 197","0196-12-10","0197-12-09","Thermae Himeraeae","Termini Imerese","limestone","","honorific","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285281","127502","","22100044"
"ISic000092","3rd or 4th century CE (depending on
                                which cos. one thinks it is: 245, 337, 398; ILLTI favours 245 I think).","0201","0400","Thermae Himeraeae","Termini Imerese","limestone
                                    ","plaque","honorific","chiselled","Latin","Museo Civico Baldassare Romano","draft","285283","127504","","22100046"
"ISic000093","3rd century CE (but
                                difficult to pin down more tightly) - so too Barbieri","0201","0300","Thermae Himeraeae","Termini Imerese","limestone","stele","honorific","chiselled","Latin","Museo Civico Baldassare Romano","draft","285284","127505","","22100047"
"ISic000094","Probably 1st century CE, connected with colony's estab.; Wilson would make it pre-Claudius probably (1990, n.58 (p.359)","0001","0050","Thermae Himeraeae","Termini Imerese","stone
                                    ","","honorific","chiselled","Latin","","draft","285286","127507","","22100049"
"ISic000095","Augustan; normally assumed to honour an original member of the colony, founded in 21 BCE by Augustus","-0021","0014","Thermae Himeraeae","Termini Imerese","breccia (di San Marco)","statue base","honorific","chiselled","Latin","Museo Civico Baldassare Romano","edited","285209","127010","","22100050"
"ISic000096","Same dedicant as CIL 7349, so late 1st century BCE","-0050","-0001","Thermae Himeraeae","Termini Imerese","limestone","base","dedication","chiselled","Latin","Museo Civico Baldassare Romano","draft","285278","127499","","22100051"
"ISic000097","""Un periodo oscillante tra la seconda meta del I sec d.C. ed il II d.C"" by letter forms)","0050","0150","Thermae Himeraeae","Termini Imerese","limestone
                                    ","plaque","dedication","chiselled","Latin","Museo Civico Baldassare Romano","draft","175712","076568","","9300257"
"ISic000098","Doverebbe collocarsi tra il 27 (data della divisione
                                dell'impero) e il 22, anno in cui Augusto trasferi l'amministrazione di Cipro al
                                Senato","-0050","-0001","Thermae Himeraeae","Termini Imerese","breccia
                                    ","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285316","127534","","22100052"
"ISic000099","paulo post 69 CE (Biv) paulo post 313 CE (Mang)","0069 0313","","Thermae Himeraeae","Termini Imerese","limestone
                                    ","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","175696","077198","","9200305"
"ISic000100","Bivona dates
                                to 2nd century CE by lettering","0101","0200","Thermae Himeraeae","Termini Imerese","limestone","","honorific","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285328","127535","","22100053"
"ISic000101","B guesses 'inizi del I secolo d.C.' on bais of name and
                                palaeography; W that it is Julio-Claudian, if not Augustan ('note absence of
                                cognomen')","0001","0050","Thermae Himeraeae","Termini Imerese","limestone
                                    ","","building","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285308","127536","","22100054"
"ISic000102","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","stone","","building","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285235","110872","","22100055"
"ISic000103","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","limestone","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285287","127508","","22100056"
"ISic000104","Bivona: ""L'aspetto delle lettere suggerisce una datazione tra la fine del I sec. a.C. e l'inizio del secolo successivo""","-0021","0050","Thermae Himeraeae","Termini Imerese","marble","","building; honorific","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285236","110876","","22100057"
"ISic000105","V.fine lettering including
                                open 'P' (?)","0001","0200","Thermae Himeraeae","Termini Imerese","
                                    marble","plaque","building","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","284840","110878","","10900636"
"ISic000106","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","limestone","","honorific","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285120","110879","","22100058"
"ISic000107","(?)","","","Thermae Himeraeae","Termini Imerese","marble","","dedication","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285028","110884","","22100059"
"ISic000108","Bivona: 'L'iscrizione potrebbe
                                porsi al II sec.d.C.'","0100","0200","Thermae Himeraeae","Termini Imerese","limestone","base","honorific","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285029","110885","","10900637"
"ISic000109","(?)","","","Thermae Himeraeae","Termini Imerese","stone","","unknown","chiselled","Latin","","draft","284841","110888","","22100060"
"ISic000110","Good lettering (?)","0100","0300","Thermae Himeraeae","Termini Imerese","limestone","block","building","chiselled","Latin","Museo Civico Baldassare Romano","draft","284842","110891","","10900638"
"ISic000111","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","limestone","","building","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","284843","110893","","22100061"
"ISic000112","Dated by Duncan-Jones to
                                before 100 CE, which B accepts on basis of lettering","0001","0100","Thermae Himeraeae","Termini Imerese","marble","","building","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285193","110913","","22100062"
"ISic000113","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","stone","seat","unknown","chiselled","Latin","","draft","285160","110914","","22100063"
"ISic000114","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","limestone","plaque","funerary","chiselled","Latin","Museo Civico Baldassare Romano","draft","285317","127537","","22100064"
"ISic000115","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","stone
                                    ","","funerary","chiselled","Latin","","draft","285321","110917","","22100065"
"ISic000116","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","limestone","stele","funerary","chiselled","Latin","Museo Civico Baldassare Romano","draft","285207","126999","","22100066"
"ISic000117","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","limestone","plaque","funerary","chiselled","Latin","Museo Civico Baldassare Romano","draft","285309","127538","","22100067"
"ISic000118","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","conglomerate
                                    ","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285310","127539","","22100069"
"ISic000119","Imperial","0001","0400","Messana","Messina","stone","","funerary","chiselled","Latin","","draft","284768","033608; 111000","313702","22100070"
"ISic000120","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","stone
                                    ","","funerary","chiselled","Latin","","draft","285268","127484","","22100071"
"ISic000121","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","marble","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285267","127483","","22100072"
"ISic000122","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","marble","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285266","127482","","22100073"
"ISic000123","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","stone","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285293","127516","","22100074"
"ISic000124","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","marble","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285288","127509","","10900639"
"ISic000125","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","limestone","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285265","127481","","22100075"
"ISic000126","Bivona: 'L'iscrizione, per le
                                caratteristiche paleografiche, sembra attribuibile al I sec.a.C.'","-0100","-0001","Thermae Himeraeae","Termini Imerese","limestone","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285264","127480","","22100076"
"ISic000127","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","marble","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285294","127517","","10900640"
"ISic000128","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","limestone","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","175694","077913","","8900391"
"ISic000129","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","marble","","unknown","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285295","127518","","10900641"
"ISic000130","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","stone","","funerary","chiselled","Latin","","draft","285296","127519","","10900642"
"ISic000131","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","limestone","stele","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285121","111012","","22100077"
"ISic000132","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","marble","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285238","111013","","10900643"
"ISic000133","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","limestone","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285239","111014","","22100078"
"ISic000134","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","marble","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285122","111015","","22100079"
"ISic000135","2nd century CE (Ferrua)","0101","0200","Thermae Himeraeae","Termini Imerese","
                                        marble (giallo antico)
                                    ","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","175731","076859","","10900644"
"ISic000136","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","limestone","stele","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285123","111016","","22100080"
"ISic000137","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","limestone","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","284844","111018","","22100081"
"ISic000138","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","marble","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285240","111019","","10900645"
"ISic000139","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","marble","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","284845","111020","","22100082"
"ISic000140","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","marble","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","175705","077927","","8900405"
"ISic000141","2nd century CE (Ferrua)","0101","0200","Thermae Himeraeae","Termini Imerese","marble","","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","175734","076862","","10900646"
"ISic000142","Imperial","0001","0300","Thermae Himeraeae","Termini Imerese","marble","plaque","funerary","chiselled","Latin","Museo Civico
                            Baldassare Romano","draft","285263","127478","","23400464"
